date,name,amount,category,status
6/24/2023,eBay,154.21,Shopping,Posted
6/22/2024,Water Bill,680.25,Bills & Utilities,Pending
7/10/2023,Best Buy,2226.38,Shopping,Posted
2/12/2024,Venmo,1771.23,Others,Posted
7/16/2023,LA Fitness,780.48,Fitness & Sports,Posted
8/30/2023,Madison Bicycle Shop,146.82,Business Services,Pending
11/27/2023,PG&E,117.03,Bills & Utilities,Posted
11/21/2023,Car Insurance,759.52,Insurance & Financial,Pending
2/9/2023,Delta Airlines,524.15,Travel,Posted
8/9/2023,Gym Membership,-227.58,Fitness & Sports,Posted
1/5/2023,Electricity Bill,1128.01,Bills & Utilities,Posted
12/31/2023,Subway,2293.44,Food & Drinks,Pending
4/14/2023,Tectra Inc,1752.58,Business Services,Pending
3/30/2024,KFC,-2898.68,Food & Drinks,Pending
5/27/2023,Loan Repayment,604.19,Insurance & Financial,Pending
8/28/2023,KFC,2968.08,Food & Drinks,Posted
6/23/2024,Bank Fee,687.3,Banking & Fees,Posted
2/28/2024,Mortgage Payment,190.9,Insurance & Financial,Pending
7/31/2023,Domino's Pizza,339.48,Food & Drinks,Posted
7/4/2024,Miscellaneous Expense,-75.51,Others,Pending
6/25/2024,Electricity Bill,2755.73,Bills & Utilities,Pending
4/11/2024,PayPal,907.46,Others,Posted
2/11/2023,Amazon Prime,733.18,Subscriptions,Pending
7/12/2023,Tectra Inc,600.84,Business Services,Posted
8/8/2024,Rent Payment,182.03,Bills & Utilities,Pending
10/2/2023,McDonald's,282.59,Food & Drinks,Posted
12/30/2023,Netflix,1933.12,Subscriptions,Pending
7/24/2023,PayPal,1729.84,Others,Pending
10/18/2023,Marriott Hotels,2461.12,Travel,Posted
7/13/2023,Domino's Pizza,823.8,Food & Drinks,Posted
3/26/2024,Office Depot,641.24,Business Services,Posted
7/7/2023,Gym Membership,2490.25,Fitness & Sports,Posted
11/24/2023,Airbnb,2941.14,Travel,Posted
7/24/2023,Uber,160.5,Travel,Posted
4/13/2023,Tectra Inc,1018.15,Business Services,Pending
5/14/2023,Disney+,940.28,Subscriptions,Pending
5/8/2023,Wire Transfer,2600.1,Banking & Fees,Posted
10/5/2023,Planet Fitness,1403.13,Fitness & Sports,Pending
5/1/2024,United Airlines,-972.46,Travel,Pending
2/25/2024,Domino's Pizza,1321.54,Food & Drinks,Posted
4/22/2024,Amazon Prime,2636.2,Subscriptions,Pending
9/1/2023,ATM Withdrawal,2111.22,Banking & Fees,Pending
10/25/2023,Gym Membership,751.68,Fitness & Sports,Posted
9/3/2023,Apple Music,2006.63,Subscriptions,Pending
7/11/2023,Office Depot,2430.19,Business Services,Pending
8/13/2024,ATM Withdrawal,-1647.47,Banking & Fees,Pending
4/4/2023,PG&E,1625.9,Bills & Utilities,Pending
10/23/2023,Burger King,2169.28,Food & Drinks,Pending
6/29/2023,Nike Training,-376.78,Fitness & Sports,Pending
3/31/2024,Airbnb,1328.47,Travel,Posted
6/30/2023,Tectra Inc,663.97,Business Services,Posted
3/1/2023,Target,-2720.15,Shopping,Posted
8/28/2023,Home Depot,2207.5,Bills & Utilities,Posted
5/26/2024,Wire Transfer,1440.83,Banking & Fees,Posted
6/25/2023,eBay,1248.65,Shopping,Pending
5/28/2024,Touchstone Climbing,1430.55,Fitness & Sports,Pending
9/19/2023,Electricity Bill,1306.95,Bills & Utilities,Posted
8/23/2023,ATM Withdrawal,1527.37,Banking & Fees,Posted
12/9/2023,Bank Fee,1840.04,Banking & Fees,Pending
7/3/2024,Staples,1965.92,Business Services,Pending
4/25/2024,Airbnb,650.06,Travel,Pending
3/23/2023,Car Insurance,2272.97,Insurance & Financial,Posted
3/10/2023,Amazon,2550.96,Shopping,Posted
7/15/2024,Overdraft Fee,-399.25,Banking & Fees,Pending
3/23/2023,Automatic Payment,2273.33,Business Services,Pending
10/1/2023,Home Depot,1098.33,Bills & Utilities,Pending
4/5/2023,Spotify,1731.22,Subscriptions,Posted
8/5/2024,Donation,2748.32,Others,Posted
4/29/2023,Health Insurance,2301.75,Insurance & Financial,Pending
2/9/2024,CREDIT CARD PAYMENT,2782.59,Banking & Fees,Posted
8/14/2024,Staples,948.32,Business Services,Posted
6/1/2024,Amazon Prime,2514.5,Subscriptions,Pending
1/8/2024,Amazon,-1963.76,Shopping,Posted
3/6/2023,YouTube Premium,555.31,Subscriptions,Posted
12/10/2023,YouTube Premium,-1722.04,Subscriptions,Posted
1/10/2023,ATM Withdrawal,1737.01,Banking & Fees,Pending
10/3/2023,ATM Withdrawal,801.79,Banking & Fees,Pending
3/28/2023,eBay,967.58,Shopping,Posted
4/10/2023,Amazon Prime,304.47,Subscriptions,Pending
8/27/2023,Donation,978.74,Others,Posted
3/23/2024,Office Depot,1932.85,Business Services,Pending
12/19/2023,Rent Payment,-1962.8,Bills & Utilities,Posted
3/1/2023,Gift Card,1675.44,Others,Pending
2/8/2024,Wire Transfer,-446.73,Banking & Fees,Posted
8/12/2023,PayPal,2530.19,Others,Posted
4/22/2024,eBay,2229.64,Shopping,Posted
3/5/2023,Marriott Hotels,1045.77,Travel,Posted
12/8/2023,Staples,2478.97,Business Services,Posted
4/25/2023,Disney+,2825.93,Subscriptions,Posted
12/25/2023,eBay,2827.77,Shopping,Pending
5/27/2024,Amazon Prime,37.5,Subscriptions,Pending
4/21/2024,Gift Card,1449.9,Others,Pending
7/6/2024,Car Insurance,-2395.64,Insurance & Financial,Pending
8/21/2023,Madison Bicycle Shop,181.44,Business Services,Pending
5/9/2023,Costco,-267.76,Shopping,Pending
2/17/2024,Automatic Payment,1462.28,Business Services,Pending
10/31/2023,Car Insurance,1442.79,Insurance & Financial,Posted
6/27/2024,Netflix,619.49,Subscriptions,Posted
2/25/2024,Marriott Hotels,2623.06,Travel,Posted
7/18/2023,Amazon Prime,1382.07,Subscriptions,Pending
4/30/2023,McDonald's,2755.37,Food & Drinks,Pending
8/1/2024,Automatic Payment,1507.99,Business Services,Posted
5/12/2023,ATM Withdrawal,2343.93,Banking & Fees,Posted
9/16/2023,Subway,2151.85,Food & Drinks,Posted
5/27/2023,Netflix,2676.59,Subscriptions,Posted
3/31/2024,Health Insurance,2380.24,Insurance & Financial,Posted
3/14/2024,Lyft,2886.09,Travel,Pending
4/2/2024,Staples,2856.02,Business Services,Pending
2/21/2024,Planet Fitness,1779.86,Fitness & Sports,Pending
3/22/2023,Walmart,994.61,Shopping,Posted
6/19/2023,Costco,43.99,Shopping,Pending
7/31/2024,Madison Bicycle Shop,-2598.48,Business Services,Posted
2/15/2023,Marriott Hotels,1153.64,Travel,Pending
12/22/2023,Touchstone Climbing,833.94,Fitness & Sports,Posted
5/18/2024,Madison Bicycle Shop,697.75,Business Services,Posted
2/29/2024,Staples,1331.06,Business Services,Pending
3/1/2023,YouTube Premium,142.74,Subscriptions,Posted
6/19/2023,PG&E,868.29,Bills & Utilities,Posted
3/10/2023,Rent Payment,1909.84,Bills & Utilities,Posted
3/27/2023,Overdraft Fee,-2838.3,Banking & Fees,Posted
11/26/2023,Domino's Pizza,37.59,Food & Drinks,Pending
8/17/2024,Nike Training,732.7,Fitness & Sports,Posted
6/28/2024,Overdraft Fee,604.68,Banking & Fees,Pending
8/3/2024,Walmart,-83.76,Shopping,Pending
8/20/2024,Electricity Bill,130.43,Bills & Utilities,Posted
6/13/2023,Uber,410.66,Travel,Pending
1/9/2024,LA Fitness,2735.65,Fitness & Sports,Posted
7/29/2023,Gift Card,2215.72,Others,Posted
3/16/2024,Chipotle,1469.36,Food & Drinks,Posted
10/10/2023,LA Fitness,2977.77,Fitness & Sports,Posted
5/26/2023,Walmart,769.55,Shopping,Posted
6/12/2024,CREDIT CARD PAYMENT,124.88,Banking & Fees,Posted
6/13/2023,Gift Card,1848.52,Others,Pending
5/6/2024,PayPal,1259.71,Others,Posted
5/30/2024,Marriott Hotels,2474.96,Travel,Pending
6/12/2024,Amazon,1922.57,Shopping,Pending
4/3/2023,CREDIT CARD PAYMENT,2438.5,Banking & Fees,Pending
1/7/2023,Water Bill,-394.29,Bills & Utilities,Pending
6/15/2024,Planet Fitness,2989.39,Fitness & Sports,Posted
12/7/2023,Expedia,1216.51,Travel,Pending
6/3/2023,Planet Fitness,1194.68,Fitness & Sports,Pending
4/25/2024,Hulu,1219.11,Subscriptions,Posted
3/25/2024,YouTube Premium,1373.68,Subscriptions,Posted
8/12/2024,Miscellaneous Expense,86.83,Others,Pending
1/12/2023,CREDIT CARD PAYMENT,1932.51,Banking & Fees,Posted
2/13/2023,Electricity Bill,2627.25,Bills & Utilities,Pending
5/4/2023,Home Depot,-2982.59,Bills & Utilities,Posted
5/24/2024,YouTube Premium,496.48,Subscriptions,Pending
12/14/2023,Best Buy,2037.92,Shopping,Pending
4/13/2023,Donation,2385.64,Others,Pending
1/19/2024,Apple Music,772.12,Subscriptions,Posted
5/30/2023,KFC,1318.49,Food & Drinks,Posted
5/7/2024,IKEA,420.99,Shopping,Pending
6/14/2023,Comcast,1120.77,Bills & Utilities,Posted
5/4/2023,Nike Training,2048.14,Fitness & Sports,Pending
4/6/2023,Comcast,476.24,Bills & Utilities,Pending
6/12/2023,KFC,1910.85,Food & Drinks,Pending
8/23/2024,Spotify,384.25,Subscriptions,Pending
3/4/2024,Electricity Bill,2394.56,Bills & Utilities,Pending
3/18/2023,Overdraft Fee,1936.84,Banking & Fees,Pending
7/14/2024,Uber,-603.87,Travel,Posted
7/28/2024,Burger King,767.99,Food & Drinks,Posted
3/6/2023,Loan Repayment,2324.35,Insurance & Financial,Posted
3/10/2023,Best Buy,1906.71,Shopping,Posted
5/22/2024,Airbnb,1445.25,Travel,Posted
7/26/2024,Spotify,796.55,Subscriptions,Pending
7/20/2024,PayPal,1159.01,Others,Pending
6/26/2024,Gym Membership,734.5,Fitness & Sports,Posted
5/3/2023,Planet Fitness,2593.9,Fitness & Sports,Pending
4/5/2023,Gym Membership,1951.72,Fitness & Sports,Posted
3/12/2024,Domino's Pizza,686.66,Food & Drinks,Pending
2/27/2023,Burger King,-51.44,Food & Drinks,Posted
2/1/2023,Chipotle,2499.56,Food & Drinks,Pending
5/16/2023,PG&E,2539.52,Bills & Utilities,Pending
3/10/2024,McDonald's,2131.68,Food & Drinks,Posted
7/24/2024,Madison Bicycle Shop,-832.99,Business Services,Pending
1/24/2023,Health Insurance,313.78,Insurance & Financial,Pending
2/11/2024,Donation,22.77,Others,Pending
5/17/2024,IKEA,1241.4,Shopping,Posted
2/24/2024,Airbnb,-212.24,Travel,Pending
5/21/2023,Loan Repayment,1215.74,Insurance & Financial,Posted
7/4/2023,PG&E,672.73,Bills & Utilities,Pending
8/23/2023,Gift Card,958.85,Others,Posted
1/23/2023,KFC,1614.57,Food & Drinks,Posted
5/24/2024,PG&E,940.96,Bills & Utilities,Pending
2/23/2023,Verizon,-1026.88,Bills & Utilities,Posted
8/15/2024,Amazon Prime,444.25,Subscriptions,Posted
8/17/2023,Car Insurance,1806.19,Insurance & Financial,Posted
5/10/2023,Nike Training,130.12,Fitness & Sports,Pending
7/8/2024,Electricity Bill,1449.52,Bills & Utilities,Pending
12/9/2023,Automatic Payment,1422.39,Business Services,Pending
3/19/2024,Car Insurance,2821.75,Insurance & Financial,Posted
4/17/2024,Airbnb,1174.16,Travel,Posted
4/15/2023,Electricity Bill,2514.26,Bills & Utilities,Posted
8/9/2024,Apple Music,1071.04,Subscriptions,Posted
12/11/2023,Miscellaneous Expense,160.57,Others,Pending
2/26/2024,Apple Music,2167.97,Subscriptions,Pending
10/9/2023,Amazon,2038.8,Shopping,Pending
6/24/2023,Lyft,2065.87,Travel,Posted
7/2/2023,Chipotle,2613.53,Food & Drinks,Posted
8/11/2024,Lyft,1163.45,Travel,Posted
7/24/2023,Bank Fee,2128.85,Banking & Fees,Pending
2/20/2024,Gift Card,414.86,Others,Posted
4/11/2024,PayPal,2211.34,Others,Posted
3/9/2023,United Airlines,2117.37,Travel,Pending
5/24/2023,Delta Airlines,1073.81,Travel,Posted
10/9/2023,Mortgage Payment,320.75,Insurance & Financial,Pending
1/7/2024,Donation,268.63,Others,Posted
3/14/2023,Home Depot,1655.48,Bills & Utilities,Posted
5/27/2024,Target,241.34,Shopping,Pending
5/28/2023,YouTube Premium,1473.62,Subscriptions,Posted
4/22/2023,Uber,1042.67,Travel,Pending
9/24/2023,Planet Fitness,900.05,Fitness & Sports,Pending
10/20/2023,Office Depot,2962.55,Business Services,Pending
2/1/2023,Delta Airlines,494.97,Travel,Posted
1/4/2023,Amazon,2912.77,Shopping,Posted
2/13/2023,Tectra Inc,1775.1,Business Services,Posted
1/31/2023,Amazon,847.53,Shopping,Posted
2/9/2023,Health Insurance,987.29,Insurance & Financial,Posted
7/20/2023,Chipotle,2842.42,Food & Drinks,Pending
10/16/2023,Overdraft Fee,1916.05,Banking & Fees,Posted
9/15/2023,Planet Fitness,931.09,Fitness & Sports,Pending
12/21/2023,Uber,1864.27,Travel,Pending
9/2/2023,Bank Fee,1573.5,Banking & Fees,Posted
7/6/2024,PG&E,2754.83,Bills & Utilities,Pending
2/9/2024,Starbucks,1120.45,Food & Drinks,Posted
7/21/2024,Amazon Prime,2795.66,Subscriptions,Posted
6/20/2024,Rent Payment,2620.89,Bills & Utilities,Posted
5/18/2023,ATM Withdrawal,2560.78,Banking & Fees,Pending
1/16/2024,Amazon Prime,773.16,Subscriptions,Posted
1/18/2023,Automatic Payment,1409.17,Business Services,Posted
6/19/2023,Best Buy,-1180.21,Shopping,Pending
9/11/2023,Miscellaneous Expense,334.37,Others,Pending
10/29/2023,Domino's Pizza,-65.19,Food & Drinks,Pending
8/21/2024,Hulu,125.65,Subscriptions,Pending
10/16/2023,Car Insurance,2518.58,Insurance & Financial,Pending
10/29/2023,Overdraft Fee,2635.65,Banking & Fees,Pending
4/1/2023,Health Insurance,2511.44,Insurance & Financial,Pending
12/12/2023,Airbnb,1160.79,Travel,Posted
10/7/2023,Apple Music,2712.18,Subscriptions,Pending
5/2/2024,Comcast,2119.19,Bills & Utilities,Posted
11/8/2023,Rent Payment,-2611.75,Bills & Utilities,Pending
9/14/2023,Madison Bicycle Shop,1207.94,Business Services,Pending
4/16/2024,Miscellaneous Expense,2281.39,Others,Posted
3/17/2024,Car Insurance,1402.8,Insurance & Financial,Pending
8/28/2023,Tectra Inc,999.24,Business Services,Posted
5/4/2024,Tectra Inc,2273.19,Business Services,Posted
4/7/2023,Marriott Hotels,1958.59,Travel,Posted
2/17/2023,Touchstone Climbing,1962.72,Fitness & Sports,Posted
7/24/2024,Marriott Hotels,1160.25,Travel,Posted
7/10/2023,Tectra Inc,2060.77,Business Services,Posted
3/31/2023,Overdraft Fee,2718.5,Banking & Fees,Posted
10/11/2023,Comcast,2784.6,Bills & Utilities,Posted
2/11/2023,Water Bill,1867.56,Bills & Utilities,Pending
12/29/2023,Venmo,976.29,Others,Pending
2/10/2024,PG&E,1226.75,Bills & Utilities,Posted
1/17/2024,Spotify,921.31,Subscriptions,Pending
5/11/2023,Expedia,2227.99,Travel,Posted
12/15/2023,CREDIT CARD PAYMENT,2565,Banking & Fees,Posted
1/24/2023,Donation,1218.8,Others,Posted
6/18/2023,Lyft,-505.48,Travel,Posted
6/19/2023,Delta Airlines,2332.38,Travel,Pending
2/21/2023,Walmart,2359.72,Shopping,Pending
6/24/2023,Miscellaneous Expense,137.49,Others,Posted
12/30/2023,Rent Payment,2571.51,Bills & Utilities,Pending
12/30/2023,Hulu,234.79,Subscriptions,Pending
4/13/2023,ATM Withdrawal,1667.79,Banking & Fees,Pending
3/9/2024,Airbnb,1268.5,Travel,Posted
6/9/2024,Madison Bicycle Shop,2629.66,Business Services,Pending
1/21/2023,Walmart,2740.37,Shopping,Pending
3/12/2023,Loan Repayment,1778.45,Insurance & Financial,Pending
6/26/2024,Best Buy,2775.24,Shopping,Pending
5/12/2024,Apple Music,1777.93,Subscriptions,Posted
7/2/2024,Amazon Prime,583.82,Subscriptions,Posted
3/21/2023,Hulu,626.51,Subscriptions,Posted
1/18/2024,Car Insurance,2156.97,Insurance & Financial,Posted
5/18/2024,IKEA,1356.09,Shopping,Pending
9/28/2023,Car Insurance,1959.02,Insurance & Financial,Posted
3/13/2023,Verizon,2766.95,Bills & Utilities,Posted
6/20/2024,Chipotle,43.78,Food & Drinks,Pending
2/26/2024,Tectra Inc,2991.67,Business Services,Pending
8/11/2024,Mortgage Payment,1668.78,Insurance & Financial,Posted
5/13/2023,Target,2466.37,Shopping,Posted
8/6/2023,Loan Repayment,2371.36,Insurance & Financial,Posted
10/31/2023,CREDIT CARD PAYMENT,2726.09,Banking & Fees,Pending
1/12/2023,Delta Airlines,2290.57,Travel,Posted
6/3/2023,Amazon,2828.84,Shopping,Posted
1/30/2023,Starbucks,2260.69,Food & Drinks,Posted
2/1/2024,PG&E,964.03,Bills & Utilities,Posted
7/21/2024,Bank Fee,2033.5,Banking & Fees,Pending
2/2/2024,Apple Music,2024.9,Subscriptions,Pending
3/6/2024,Target,687.75,Shopping,Pending
8/23/2024,Overdraft Fee,1419.36,Banking & Fees,Posted
4/10/2023,Gym Membership,1993.43,Fitness & Sports,Posted
3/9/2023,Loan Repayment,1422.27,Insurance & Financial,Posted
6/10/2023,Wire Transfer,606.87,Banking & Fees,Posted
6/14/2024,ATM Withdrawal,2305.61,Banking & Fees,Posted
8/2/2023,Office Depot,33.08,Business Services,Pending
11/5/2023,Verizon,-2886.45,Bills & Utilities,Posted
10/7/2023,Mortgage Payment,1151.7,Insurance & Financial,Pending
4/21/2024,Chipotle,2437.51,Food & Drinks,Posted
1/27/2024,PayPal,-2342.49,Others,Posted
7/19/2023,IKEA,1353.95,Shopping,Posted
3/9/2023,Apple Music,2002.69,Subscriptions,Pending
6/23/2023,ATM Withdrawal,102.13,Banking & Fees,Posted
9/19/2023,LA Fitness,2035.74,Fitness & Sports,Posted
4/18/2023,ATM Withdrawal,-1117.53,Banking & Fees,Pending
7/14/2024,Spotify,1717.16,Subscriptions,Pending
4/30/2023,Walmart,1075.85,Shopping,Posted
7/9/2023,Comcast,1173.08,Bills & Utilities,Pending
5/2/2023,Miscellaneous Expense,1724.54,Others,Pending
10/31/2023,Hulu,2877.79,Subscriptions,Pending
12/8/2023,LA Fitness,2411.6,Fitness & Sports,Pending
5/20/2023,United Airlines,1642.86,Travel,Posted
6/18/2023,PayPal,2845.5,Others,Posted
5/15/2023,Gym Membership,2722.91,Fitness & Sports,Pending
7/5/2023,Madison Bicycle Shop,1050.87,Business Services,Posted
9/14/2023,McDonald's,-1454.76,Food & Drinks,Posted
3/31/2024,Verizon,2973.19,Bills & Utilities,Posted
9/19/2023,Disney+,2748.77,Subscriptions,Posted
7/26/2023,Burger King,266.9,Food & Drinks,Posted
6/8/2024,Donation,1999.05,Others,Posted
3/26/2023,Staples,177.59,Business Services,Pending
3/5/2024,Health Insurance,-2488.79,Insurance & Financial,Pending
5/28/2023,Starbucks,-640.27,Food & Drinks,Pending
5/29/2024,CREDIT CARD PAYMENT,1728.17,Banking & Fees,Posted
5/17/2024,Automatic Payment,2651.92,Business Services,Pending
1/20/2023,Netflix,2744.37,Subscriptions,Posted
8/15/2023,Office Depot,1390.51,Business Services,Posted
6/6/2023,Planet Fitness,404.24,Fitness & Sports,Pending
8/8/2023,Target,9.27,Shopping,Pending
2/2/2024,Expedia,722.07,Travel,Posted
12/1/2023,Loan Repayment,1820.97,Insurance & Financial,Posted
1/23/2023,Bank Fee,2155.98,Banking & Fees,Posted
5/27/2023,Bank Fee,1030.51,Banking & Fees,Pending
4/20/2023,Airbnb,561.44,Travel,Pending
1/27/2023,Disney+,1706.29,Subscriptions,Pending
3/30/2024,Mortgage Payment,1118.92,Insurance & Financial,Posted
6/29/2023,Netflix,1062.51,Subscriptions,Pending
8/30/2023,Electricity Bill,2596.81,Bills & Utilities,Posted
12/11/2023,Tectra Inc,1173.5,Business Services,Pending
9/16/2023,Tectra Inc,1023.96,Business Services,Posted
1/19/2024,Subway,2937.76,Food & Drinks,Posted
5/18/2024,Donation,-2099.68,Others,Posted
2/25/2024,Staples,-1975.11,Business Services,Pending
4/20/2023,eBay,41.13,Shopping,Posted
7/18/2024,Loan Repayment,1186.23,Insurance & Financial,Pending
12/5/2023,PG&E,2504.99,Bills & Utilities,Pending
3/31/2024,Subway,639.82,Food & Drinks,Posted
5/20/2024,CREDIT CARD PAYMENT,1780.93,Banking & Fees,Posted
7/11/2023,Costco,2165.09,Shopping,Pending
2/11/2023,Home Depot,1375.78,Bills & Utilities,Posted
9/5/2023,Best Buy,275.14,Shopping,Pending
8/5/2024,Comcast,-1667.22,Bills & Utilities,Posted
6/22/2023,Loan Repayment,2782.28,Insurance & Financial,Pending
6/4/2024,Amazon Prime,1724.29,Subscriptions,Pending
3/1/2023,Planet Fitness,2691.92,Fitness & Sports,Pending
12/5/2023,Apple Music,2019.51,Subscriptions,Posted
2/21/2023,United Airlines,673.4,Travel,Pending
2/5/2024,Marriott Hotels,-1805.24,Travel,Posted
11/7/2023,Wire Transfer,489.39,Banking & Fees,Posted
2/8/2023,Rent Payment,1318.51,Bills & Utilities,Posted
11/10/2023,Verizon,2466.27,Bills & Utilities,Posted
6/26/2023,PayPal,2145.7,Others,Pending
2/26/2023,Mortgage Payment,2562.54,Insurance & Financial,Posted
4/30/2024,Hulu,2696.83,Subscriptions,Posted
5/6/2024,United Airlines,228.58,Travel,Posted
7/31/2023,Bank Fee,1627.51,Banking & Fees,Posted
5/28/2024,Madison Bicycle Shop,1778.88,Business Services,Pending
1/7/2023,Burger King,-2369.33,Food & Drinks,Pending
3/20/2024,Bank Fee,140.68,Banking & Fees,Pending
3/9/2023,Office Depot,43.21,Business Services,Pending
1/2/2023,Lyft,1036.11,Travel,Pending
9/27/2023,PayPal,743.13,Others,Pending
6/24/2024,Chipotle,2346.73,Food & Drinks,Posted
2/26/2023,Electricity Bill,1156.53,Bills & Utilities,Pending
9/26/2023,Staples,1435.88,Business Services,Posted
6/7/2024,Gym Membership,449.59,Fitness & Sports,Posted
5/10/2024,Delta Airlines,781.21,Travel,Pending
12/27/2023,LA Fitness,181.76,Fitness & Sports,Posted
1/20/2024,Office Depot,2229.12,Business Services,Posted
4/27/2024,Gift Card,969.28,Others,Posted
4/3/2023,Office Depot,436.68,Business Services,Posted
5/31/2024,Gift Card,68.97,Others,Posted
10/10/2023,Target,429.29,Shopping,Pending
8/20/2023,Bank Fee,1784.97,Banking & Fees,Pending
7/18/2023,Overdraft Fee,430.21,Banking & Fees,Pending
4/21/2024,KFC,182.37,Food & Drinks,Posted
1/22/2024,Amazon,1757.65,Shopping,Pending
1/4/2023,Planet Fitness,2725.66,Fitness & Sports,Pending
3/18/2023,Delta Airlines,2191.42,Travel,Pending
11/11/2023,Domino's Pizza,2792.78,Food & Drinks,Posted
1/8/2023,Overdraft Fee,2279.59,Banking & Fees,Posted
4/10/2024,Health Insurance,346.06,Insurance & Financial,Pending
11/20/2023,Wire Transfer,-792.43,Banking & Fees,Pending
6/11/2023,Home Depot,514.09,Bills & Utilities,Posted
3/26/2024,Electricity Bill,1284.78,Bills & Utilities,Pending
5/3/2023,Costco,428.02,Shopping,Posted
3/2/2023,Nike Training,-2326.66,Fitness & Sports,Posted
11/3/2023,Automatic Payment,2064.67,Business Services,Pending
9/7/2023,Marriott Hotels,1114.46,Travel,Posted
11/25/2023,Office Depot,437.81,Business Services,Posted
3/21/2023,Gym Membership,2390.34,Fitness & Sports,Posted
2/14/2023,PayPal,1453.12,Others,Pending
9/17/2023,IKEA,2367.68,Shopping,Posted
6/19/2023,Airbnb,867.42,Travel,Posted
10/11/2023,Automatic Payment,1238.73,Business Services,Posted
6/29/2024,Expedia,925.09,Travel,Posted
5/19/2023,McDonald's,1467.86,Food & Drinks,Pending
8/15/2023,Verizon,2872.69,Bills & Utilities,Posted
2/18/2023,Touchstone Climbing,2667.5,Fitness & Sports,Posted
6/4/2024,McDonald's,82.59,Food & Drinks,Posted
6/9/2024,Overdraft Fee,1377.9,Banking & Fees,Pending
10/23/2023,LA Fitness,21.15,Fitness & Sports,Posted
7/28/2023,Overdraft Fee,2439.05,Banking & Fees,Pending
10/14/2023,Comcast,974.36,Bills & Utilities,Pending
8/31/2023,Touchstone Climbing,1033.71,Fitness & Sports,Pending
2/1/2024,Donation,1548.64,Others,Pending
6/20/2023,ATM Withdrawal,2299.96,Banking & Fees,Pending
1/16/2024,Miscellaneous Expense,1895.12,Others,Pending
1/25/2024,Health Insurance,534.34,Insurance & Financial,Posted
3/5/2024,Nike Training,-134.18,Fitness & Sports,Pending
3/7/2024,Mortgage Payment,-698.05,Insurance & Financial,Posted
5/16/2023,Overdraft Fee,2113.65,Banking & Fees,Posted
9/7/2023,Disney+,622.12,Subscriptions,Posted
1/24/2023,Loan Repayment,1033.26,Insurance & Financial,Pending
7/11/2023,Planet Fitness,2265.28,Fitness & Sports,Pending
10/18/2023,Best Buy,2561.84,Shopping,Pending
4/6/2024,Best Buy,-1172.96,Shopping,Pending
7/4/2024,United Airlines,1698.04,Travel,Posted
4/22/2023,Delta Airlines,-1584.33,Travel,Pending
7/26/2023,Verizon,2968.74,Bills & Utilities,Posted
5/9/2023,Gym Membership,2065.77,Fitness & Sports,Posted
7/21/2023,Automatic Payment,422.07,Business Services,Pending
7/14/2023,Donation,459.47,Others,Pending
4/23/2024,CREDIT CARD PAYMENT,2517.88,Banking & Fees,Posted
10/7/2023,Netflix,2061.55,Subscriptions,Posted
10/2/2023,LA Fitness,-2210.78,Fitness & Sports,Pending
1/28/2024,Verizon,-1804.29,Bills & Utilities,Posted
2/28/2024,Bank Fee,868.9,Banking & Fees,Posted
4/15/2023,Staples,435.98,Business Services,Pending
9/23/2023,Gift Card,886.84,Others,Posted
8/2/2023,Office Depot,2048.98,Business Services,Posted
5/9/2024,Nike Training,1787.61,Fitness & Sports,Posted
8/11/2023,Expedia,46.84,Travel,Pending
10/31/2023,Mortgage Payment,873.28,Insurance & Financial,Posted
6/1/2023,Uber,1772.73,Travel,Posted
1/18/2024,Gift Card,1591.59,Others,Pending
5/18/2024,Best Buy,-144.96,Shopping,Posted
10/29/2023,Donation,1657.09,Others,Posted
5/14/2023,Mortgage Payment,1038.59,Insurance & Financial,Posted
7/19/2023,Gift Card,1023.09,Others,Posted
6/8/2024,Delta Airlines,1870.22,Travel,Posted
1/9/2023,IKEA,2722.71,Shopping,Pending
4/26/2023,Amazon Prime,1754.08,Subscriptions,Posted
3/4/2023,Home Depot,495.34,Bills & Utilities,Pending
10/28/2023,Donation,420.55,Others,Pending
11/16/2023,United Airlines,-142.38,Travel,Pending
4/25/2023,United Airlines,1544.31,Travel,Pending
11/4/2023,Car Insurance,1708.69,Insurance & Financial,Pending
8/23/2023,Lyft,-670.66,Travel,Posted
8/21/2024,Water Bill,-707.12,Bills & Utilities,Posted
3/24/2023,CREDIT CARD PAYMENT,734.29,Banking & Fees,Posted
8/5/2023,Water Bill,216.27,Bills & Utilities,Posted
2/15/2024,Delta Airlines,-996.06,Travel,Pending
8/3/2024,Costco,1696.53,Shopping,Pending
2/13/2023,Domino's Pizza,299.25,Food & Drinks,Posted
1/28/2023,Netflix,2599.47,Subscriptions,Posted
7/2/2023,Overdraft Fee,1424.19,Banking & Fees,Pending
4/18/2024,Netflix,-2730.63,Subscriptions,Posted
6/9/2024,YouTube Premium,-2504.44,Subscriptions,Pending
5/17/2024,Nike Training,1981.74,Fitness & Sports,Pending
3/25/2023,Lyft,1042.06,Travel,Posted
7/28/2024,Subway,2135.28,Food & Drinks,Pending
8/5/2023,Spotify,388.95,Subscriptions,Posted
4/24/2024,Home Depot,2726.41,Bills & Utilities,Pending
6/29/2024,Marriott Hotels,1166.78,Travel,Posted
4/16/2024,Wire Transfer,1116.46,Banking & Fees,Pending
